Area,Year,Savanna fires,Forest fires,Crop Residues,Rice Cultivation,Drained organic soils (CO2),Pesticides Manufacturing,Food Transport,Forestland,Net Forest conversion,Food Household Consumption,Food Retail,On-farm Electricity Use,Food Packaging,Agrifood Systems Waste Disposal,Food Processing,Fertilizers Manufacturing,IPPU,Manure applied to Soils,Manure left on Pasture,Manure Management,Fires in organic soils,Fires in humid tropical forests,On-farm energy use,Rural population,Urban population,Total Population - Male,Total Population - Female,total_emission,Average Temperature ??C
Benin,2002,1306.89,133.00,77.78,22.57,0.00,13.15,132.44,-85.68,10796.02,45.50,167.70,2.53,14.14,594.00,20.60,356.49,198.02,58.09,954.50,130.71,0.00,133.00,6.91,4447579.00,2847815.00,3688186.00,3743597.00,15078.35,0.67
British Virgin Islands,1997,0.00,0.00,,2535.32,0.00,12.23,2.81,,,,1.25,548.40,971.80,0.70,1738.86,2937.18,0.46,,6328.36,,0.00,0.00,1.59,11378.00,7892.00,9552.00,9040.00,15078.98,0.63
British Virgin Islands,1996,0.00,0.00,,2535.32,0.00,12.23,2.81,,,,1.07,548.40,971.80,0.70,1738.86,2937.18,0.46,,6328.36,,0.00,0.00,2.02,11171.00,7662.00,9308.00,8813.00,15079.22,0.23
British Virgin Islands,1998,0.00,0.00,,2535.32,0.00,12.23,2.81,,,,0.83,548.40,971.80,0.71,1738.86,2937.18,0.47,,6328.36,,0.00,0.00,2.33,11591.00,8131.00,9803.00,9277.00,15079.30,1.04
British Virgin Islands,1999,0.00,0.00,,2535.32,0.00,12.23,2.81,,,,1.21,548.40,971.80,0.72,1738.86,2937.18,0.48,,6328.36,,0.00,0.00,2.24,11810.00,8378.00,10062.00,9524.00,15079.61,0.45
British Virgin Islands,2000,0.00,0.00,,2535.32,0.00,12.23,2.81,,,,1.74,548.40,971.80,0.73,1738.86,2937.18,0.50,,6328.36,,0.00,0.00,2.28,12021.00,8624.00,10327.00,9777.00,15080.20,0.25
British Virgin Islands,2001,0.00,0.00,,2535.32,0.00,12.23,2.81,,,,2.04,548.40,971.80,0.74,1738.86,2937.18,0.52,,6328.36,,0.00,0.00,2.57,12219.00,8866.00,10588.00,10069.00,15080.83,0.58
British Virgin Islands,2002,0.00,0.00,,2535.32,0.00,12.23,3.16,,,,2.36,548.40,971.80,0.76,1738.86,2937.18,0.53,,6328.36,,0.00,0.00,2.72,12416.00,9113.00,10851.00,10437.00,15081.68,0.75
British Virgin Islands,2003,0.00,0.00,,2535.32,0.00,12.23,3.51,,,,2.71,548.40,971.80,0.78,1738.86,2937.18,0.56,,6328.36,,0.00,0.00,2.78,12625.00,9375.00,11133.00,10849.00,15082.48,0.81
Benin,2010,689.79,9.30,96.13,36.89,0.00,48.40,356.31,-85.68,10796.02,43.07,315.56,2.94,31.62,705.44,31.39,356.49,292.03,64.88,1109.20,152.86,0.00,9.30,20.94,5234987.00,3964272.00,4707267.00,4738442.00,15082.86,1.15
British Virgin Islands,2004,0.00,0.00,,2535.32,0.00,12.23,3.87,,,,3.11,548.40,971.80,0.80,1738.86,2937.18,0.57,,6328.36,,0.00,0.00,2.94,12869.00,9672.00,11439.00,11277.00,15083.44,0.55
Russian Federation,2019,5309.56,5875.56,8016.11,1495.02,52597.51,1895.00,21081.19,-622211.74,34533.95,63744.89,13620.92,7390.71,16049.55,32807.60,30577.51,37667.78,266507.06,6827.79,3980.40,12198.82,0.00,0.00,15126.93,36568450.00,107327101.00,67697114.00,78045173.00,15092.10,2.35
Norway,1990,0.68,0.77,94.51,299.19,5104.59,16.00,1142.86,-16199.40,0.00,17.61,294.76,2.43,142.91,332.09,650.63,1926.62,18436.38,276.20,357.00,644.79,0.00,0.00,1558.70,1191105.00,3056180.00,2097244.00,2144391.00,15099.32,1.83
Guyana,2008,16.73,3.90,31.92,892.27,3177.90,11.00,58.51,0.00,4701.75,56.58,49.60,21.83,0.32,177.85,150.57,5073.53,4.76,31.22,87.97,27.02,0.00,2.22,523.94,544026.00,202288.00,375558.00,378592.00,15101.40,0.59
Benin,2009,751.54,59.97,99.53,31.57,0.00,40.80,315.96,-85.68,10796.02,41.43,304.86,2.61,30.43,693.75,21.18,356.49,273.03,62.81,1081.42,148.20,0.00,59.97,17.73,5136061.00,3808645.00,4568957.00,4603557.00,15103.61,0.97
Puerto Rico,2007,0.00,0.00,0.03,0.00,64.47,137.40,1915.42,-2264.02,0.00,997.37,1754.47,21.12,138.12,1042.28,320.83,10753.10,,40.24,162.70,32.09,0.00,0.00,,224750.00,3520508.00,1811904.00,1963536.00,15115.63,1.00
Syrian Arab Republic,2016,3.35,0.65,237.90,1172.06,0.00,35.00,625.63,-332.33,336.16,1235.33,2226.71,528.34,2.35,3503.20,231.75,363.37,2074.60,30.64,1970.75,150.75,0.00,0.00,749.15,8692690.00,9737763.00,9533468.00,9430784.00,15145.38,1.65
Puerto Rico,1990,0.07,0.27,0.04,0.00,134.22,133.62,1836.37,-1247.69,0.00,834.51,920.15,24.90,103.40,987.26,320.83,10753.10,,52.53,252.80,54.15,0.00,0.27,,248315.00,3269660.00,1716269.00,1827506.00,15160.79,0.49
Honduras,2005,315.67,937.93,38.26,4.42,0.00,37.88,246.91,0.00,5356.89,224.39,311.59,159.28,0.03,1914.94,131.57,2393.12,625.02,204.52,1048.36,182.34,0.00,888.50,142.40,3791031.00,3582399.00,3825041.00,3739573.00,15164.01,0.97
Puerto Rico,1994,0.07,0.27,0.03,0.00,128.06,133.62,1830.09,-1247.69,0.00,969.45,855.12,27.28,108.35,1006.51,320.83,10753.10,,51.92,188.52,50.09,0.00,0.27,,234880.00,3422532.00,1775770.00,1899979.00,15175.89,0.72
Syrian Arab Republic,2013,4.67,0.13,311.79,1194.44,0.00,32.00,820.64,-675.93,0.00,1318.18,1653.39,643.34,3.32,3672.25,268.58,67.96,2650.25,33.16,2185.56,166.85,0.00,0.00,833.59,9403582.00,10405559.00,10836931.00,10658890.00,15184.17,1.13
Singapore,2006,0.00,0.00,,757.76,0.00,106.88,794.72,-54.24,0.00,1289.59,2228.89,21.21,44.22,285.90,223.10,582.11,8898.29,4.54,6.41,3.17,0.00,0.00,,0.00,4611901.00,2278580.00,2208003.00,15192.53,1.00
Guyana,2005,34.39,13.83,27.22,794.70,3190.15,2.00,56.99,0.00,4701.75,48.44,43.40,13.14,67.63,173.39,209.59,5088.32,4.97,30.84,87.40,26.77,0.00,11.24,569.89,542015.00,208931.00,379057.00,380652.00,15196.05,1.26
Senegal,2002,2349.73,9.86,61.91,149.01,0.00,32.00,151.11,2421.89,3947.02,347.07,217.72,24.51,12.69,1910.76,97.52,15.70,745.03,76.45,2138.80,265.11,0.00,9.86,223.35,6175004.00,4221857.00,5016669.00,5164280.00,15207.10,1.35
Puerto Rico,1992,0.07,0.27,0.03,0.00,134.22,132.38,1820.68,-1247.69,0.00,886.02,955.42,26.65,138.12,998.84,320.83,10753.10,,51.65,188.20,49.80,0.00,0.27,,241506.00,3345374.00,1747669.00,1864960.00,15208.85,0.35
Guyana,2009,34.03,10.22,34.30,929.51,3176.43,14.00,63.08,0.00,4701.75,65.10,51.09,23.93,0.56,179.98,150.57,5073.53,5.32,35.49,93.51,30.44,0.00,9.58,530.28,545333.00,200360.00,373882.00,377375.00,15212.70,1.19
Niger,2017,141.57,0.00,530.98,65.32,0.00,1.00,89.42,-31.66,1275.76,106.48,312.89,6.23,67.63,2163.39,431.70,356.49,61.86,178.45,8607.40,855.88,0.00,0.00,,17965903.00,3511445.00,11021796.00,10716126.00,15220.81,0.74
Kuwait,2006,0.00,0.00,0.95,246.41,0.00,0.00,1078.30,-23.00,0.00,2058.29,2577.01,765.05,18.73,1498.02,12.30,653.15,6142.58,21.66,144.43,28.91,0.00,0.00,,0.00,2377258.00,1385007.00,978402.00,15222.79,1.46
Switzerland,2005,0.01,0.00,60.54,495.65,817.01,111.00,2041.33,-3136.80,482.06,413.77,2214.85,30.53,170.25,1301.01,2161.25,558.39,5062.76,449.47,340.41,1144.15,0.00,0.00,521.77,1965346.00,5444962.00,3638008.00,3790427.00,15239.41,0.64
Congo,2010,2369.55,473.09,1.98,4.68,2475.97,0.00,195.29,0.00,5869.60,35.92,31.32,5.28,67.63,302.87,56.07,2494.96,56.45,10.61,173.35,27.30,0.00,472.31,116.98,1611866.00,2774827.00,2211326.00,2226558.00,15241.22,1.24
Puerto Rico,1993,0.07,0.27,0.02,0.00,134.22,133.62,1830.09,-1247.69,0.00,965.50,891.15,29.52,138.12,1003.03,320.83,10753.10,,51.74,188.36,49.75,0.00,0.27,,238227.00,3384479.00,1762230.00,1882786.00,15241.95,0.57
Puerto Rico,2010,0.02,0.00,0.01,0.00,59.34,137.40,1930.25,-2264.02,0.00,1061.27,1840.31,21.06,138.12,1047.51,320.83,10753.10,,43.35,163.01,33.31,0.00,0.00,,229491.00,3487202.00,1781031.00,1936891.00,15284.88,1.03
Austria,1996,0.00,0.00,240.83,926.34,267.75,69.00,1292.50,-15381.56,1810.73,1340.05,780.81,284.67,533.39,1449.18,1125.81,2005.79,14345.85,691.84,461.40,1812.65,0.00,0.00,1232.58,3101282.00,4916581.00,3840126.00,4117915.00,15289.61,-0.33
Congo,2012,2261.98,384.02,2.08,3.86,2761.32,0.00,186.54,0.00,5869.60,34.32,36.64,9.76,67.63,313.60,70.09,2494.96,83.83,11.05,176.75,28.23,0.00,383.76,127.55,1660183.00,2973180.00,2350164.00,2363092.00,15307.56,0.74
Guyana,2010,38.76,56.11,35.01,978.67,3168.40,11.00,67.03,0.00,4701.75,69.01,51.09,23.37,0.72,181.14,150.57,5073.53,5.33,33.02,91.36,28.37,0.00,54.56,490.43,547720.00,198836.00,371984.00,375947.00,15309.22,1.10
Honduras,2013,155.09,362.54,44.84,6.33,0.00,183.00,399.75,0.00,5897.87,322.70,380.05,222.94,0.03,2043.99,177.59,2293.57,741.03,204.56,1169.78,194.10,0.00,331.87,199.08,3994867.00,4662918.00,4531602.00,4429055.00,15330.70,0.93
Puerto Rico,1991,0.07,0.27,0.03,0.00,134.22,133.62,1841.65,-1247.69,0.00,904.24,1008.69,28.52,108.35,994.69,320.83,10753.10,,52.99,255.62,55.93,0.00,0.27,,244850.00,3306737.00,1732097.00,1846353.00,15345.40,0.36
Liberia,1996,0.20,48.54,11.59,24.89,93.30,12.23,13.65,-377.92,13660.15,,0.19,506.03,212.03,79.97,294.07,599.42,19.01,12.81,61.62,23.47,0.00,48.54,3.17,1249761.00,941418.00,1084387.00,1119580.00,15346.96,0.61
Honduras,2016,149.44,422.39,46.77,14.93,0.00,178.00,486.19,0.00,5524.36,365.02,499.81,214.53,0.03,2058.96,177.14,2293.57,837.03,206.30,1182.43,194.68,0.00,364.93,131.23,4026684.00,5086183.00,4782635.00,4678163.00,15347.72,1.28
Iraq,1991,81.40,11.70,232.87,673.65,0.00,26.00,2054.47,-137.38,0.00,416.79,51.48,356.13,85.96,6790.86,304.70,19.04,3141.86,27.97,1105.13,106.62,0.00,0.00,,5468616.00,12474099.00,8802674.00,9043704.00,15349.25,0.36
Czechia,1993,0.07,0.48,419.69,926.34,280.40,92.00,593.80,-9798.65,229.80,4168.57,1475.03,1389.94,966.03,1243.20,2129.59,4.55,5659.72,814.65,304.33,1628.60,0.00,0.00,2821.80,2599961.00,7759011.00,5012029.00,5306888.00,15349.93,0.49
Benin,2012,739.61,13.05,107.50,51.53,0.00,58.93,383.96,-85.68,10796.02,54.08,331.76,3.49,34.33,736.66,47.88,356.49,286.03,69.29,1167.14,162.65,0.00,13.05,23.41,5436123.00,4293037.00,4995588.00,5018490.00,15351.19,0.66
Liberia,1997,0.13,33.98,20.34,44.52,93.30,12.23,15.04,-377.92,13660.15,,0.31,506.03,212.03,86.36,294.07,599.42,16.94,12.81,61.61,23.47,0.00,33.98,3.45,1337150.00,1021319.00,1172418.00,1210882.00,15352.26,0.97
Malawi,2020,247.14,416.25,259.41,142.62,838.46,60.00,156.01,0.00,7068.60,25.49,277.99,19.18,124.11,803.15,508.99,1.28,242.27,693.59,1804.70,1256.61,0.00,329.29,82.02,16748855.00,3534836.00,9418758.00,9958303.00,15357.16,1.23
Benin,2007,1098.75,91.49,81.43,21.48,0.00,38.90,273.74,-85.68,10796.02,36.04,281.60,2.05,27.89,663.60,20.66,356.49,260.02,65.72,1075.01,147.91,0.00,91.49,14.03,4941169.00,3513622.00,4302650.00,4345111.00,15358.62,0.89
Benin,2011,793.64,45.95,101.74,43.74,0.00,49.53,369.07,-85.68,10796.02,47.57,323.91,3.33,34.67,720.81,44.01,356.49,283.03,67.08,1138.02,157.74,0.00,45.95,22.07,5335100.00,4125702.00,4849408.00,4876973.00,15358.70,0.93
Puerto Rico,1998,0.04,1.29,0.05,0.00,90.10,135.76,1830.09,-1247.69,0.00,1046.36,1038.68,28.54,94.03,1018.69,320.83,10753.10,,47.90,168.44,40.13,0.00,1.29,,220106.00,3549230.00,1824011.00,1961227.00,15367.66,1.21
Guyana,2003,90.11,92.67,34.39,962.28,2833.11,1.00,57.58,0.00,4701.75,47.43,32.76,139.09,67.63,175.82,232.61,5088.32,4.76,31.35,88.05,27.22,0.00,89.95,571.36,539030.00,212827.00,379988.00,380574.00,15369.25,0.98
Dominican Republic,2018,3.98,0.00,62.50,1479.82,0.00,202.00,810.02,-2161.01,603.68,1212.68,1528.35,614.32,221.47,4253.32,1363.94,363.15,2180.03,408.15,1574.19,372.88,0.00,0.00,305.42,2059693.00,8823303.00,5416994.00,5348537.00,15398.88,1.12
Oman,2011,0.00,0.00,2.44,246.41,0.00,4.00,1125.82,0.00,0.00,731.53,1472.58,142.07,118.69,375.58,332.60,1351.07,9047.86,7.78,402.33,46.05,0.00,0.00,,771005.00,2466263.00,1973564.00,1233305.00,15406.80,0.86
Liberia,1999,0.35,41.53,23.32,50.61,100.51,12.23,17.12,-377.92,13660.15,,0.81,506.03,212.03,100.20,294.07,599.42,23.18,12.82,61.70,23.47,0.00,41.53,3.72,1531666.00,1202852.00,1372749.00,1416994.00,15406.89,0.71
Liberia,1998,0.47,52.47,24.59,53.31,96.43,12.23,16.44,-377.92,13660.15,,0.51,506.03,212.03,93.47,294.07,599.42,19.66,12.81,61.61,23.47,0.00,52.47,3.72,1437633.00,1113429.00,1298527.00,1340697.00,15417.44,1.30
Benin,2014,668.46,2.64,116.49,58.48,0.00,65.52,456.84,-85.68,10796.02,47.63,365.63,3.03,19.98,765.33,20.15,356.49,266.03,74.06,1227.95,173.18,0.00,2.64,30.05,5640645.00,4646067.00,5301391.00,5313453.00,15430.89,0.93
Lithuania,1992,0.28,0.48,167.77,715.87,10033.18,26.00,422.52,-4264.88,0.00,471.65,360.98,178.08,265.27,205.41,696.79,407.50,2322.62,619.75,420.90,1547.06,0.00,0.00,835.02,1199964.00,2488136.00,1782792.00,2012949.00,15432.26,1.52
Honduras,2018,213.22,261.94,51.04,11.47,0.00,213.00,521.27,0.00,5524.36,346.64,615.62,252.76,0.03,2074.71,183.63,2400.12,894.03,207.92,1189.77,196.36,0.00,229.07,49.92,4040365.00,5376802.00,4948831.00,4844019.00,15436.86,0.76
Puerto Rico,1995,0.07,0.27,0.04,0.00,107.63,132.38,1822.49,-1247.69,0.00,1101.56,1047.89,30.52,103.40,1011.76,320.83,10753.10,,52.64,163.32,49.03,0.00,0.27,,231395.00,3458246.00,1788529.00,1916418.00,15449.50,0.75
Puerto Rico,1996,0.06,0.42,0.04,0.00,96.52,135.76,1830.09,-1247.69,0.00,1066.71,1103.32,29.10,103.40,1013.62,320.83,10753.10,,50.60,163.36,46.51,0.00,0.42,,227772.00,3491552.00,1800765.00,1932046.00,15466.18,0.31
Benin,2006,1049.23,128.14,75.73,20.47,0.00,24.31,221.24,-85.68,10796.02,31.31,276.76,1.98,29.29,648.50,16.59,576.72,272.02,63.59,1047.99,143.35,0.00,128.14,8.76,4843912.00,3372984.00,4177609.00,4225023.00,15474.45,0.92
Singapore,2008,0.00,0.00,,757.76,0.00,105.83,729.26,-54.24,0.00,1246.58,2499.94,21.26,48.85,303.89,216.24,600.02,8983.86,4.90,6.90,3.46,0.00,0.00,,0.00,4851109.00,2489445.00,2348957.00,15474.52,0.26
Guyana,2004,45.07,10.11,31.37,861.73,3194.80,12.00,59.75,0.00,4701.75,51.02,37.68,128.60,67.63,177.37,232.61,5091.24,4.68,32.18,89.06,27.85,0.00,9.86,608.91,540711.00,210941.00,379674.00,380750.00,15475.27,0.96
Puerto Rico,1999,0.04,3.53,0.04,0.00,90.10,137.72,1830.09,-1247.69,0.00,1010.61,1174.51,27.19,103.40,1020.57,320.83,10753.10,,47.06,167.42,42.01,0.00,3.53,,215897.00,3570678.00,1835159.00,1974956.00,15484.07,0.56
Oman,2012,0.00,0.00,2.22,246.41,0.00,7.00,1276.08,0.00,0.00,808.40,1626.08,160.37,127.19,386.62,332.60,1179.49,8870.27,7.92,409.79,46.82,0.00,0.00,,777340.00,2687304.00,2240160.00,1295419.00,15487.26,0.84
Honduras,2015,79.01,272.36,47.10,14.58,0.00,205.00,512.03,0.00,5897.87,486.00,449.27,248.13,0.03,2043.85,183.63,2293.57,776.03,206.65,1178.80,195.35,0.00,220.47,213.24,4017554.00,4943275.00,4699291.00,4595215.00,15522.95,1.28
Puerto Rico,1997,0.05,1.27,0.04,0.00,91.54,135.76,1830.09,-1247.69,0.00,1091.14,1158.55,29.76,103.40,1015.64,320.83,10753.10,,49.12,169.63,45.47,0.00,1.27,,224040.00,3522319.00,1812564.00,1946954.00,15548.99,0.84
Sweden,2009,0.00,0.00,301.81,896.53,8109.50,37.00,1629.29,-51833.49,36621.01,106.71,441.15,34.56,444.05,861.99,811.14,1933.64,11773.22,402.12,331.10,985.12,0.00,0.00,1665.99,1406182.00,7907296.00,4627855.00,4673557.00,15552.45,1.15
Puerto Rico,2000,0.13,0.27,0.04,0.00,90.10,133.62,1830.09,-1247.69,0.00,963.65,1299.63,27.28,103.40,1024.72,320.83,10753.10,,45.67,169.38,40.36,0.00,0.27,,213137.00,3583840.00,1842603.00,1984505.00,15554.85,0.35
Honduras,2019,192.27,242.17,45.06,11.46,0.00,199.00,558.62,0.00,5524.36,438.81,666.26,274.32,0.03,2080.05,230.19,2293.57,821.03,208.27,1194.57,196.43,0.00,208.65,173.02,4044696.00,5523992.00,5031794.00,4927035.00,15558.15,1.24
Liberia,1991,28.97,143.53,15.01,36.22,90.42,12.23,8.47,-377.92,13660.15,,0.00,506.03,212.03,75.65,294.07,599.42,12.71,12.88,62.78,23.60,0.00,143.26,2.49,865312.00,1194955.00,957401.00,981835.00,15561.99,0.47
Liberia,1992,28.97,143.53,16.40,39.51,90.42,12.23,10.19,-377.92,13660.15,,0.00,506.03,212.03,74.50,294.07,599.42,14.81,12.83,62.13,23.50,0.00,143.26,2.49,909852.00,1112877.00,1012823.00,1039802.00,15568.54,0.33
Syrian Arab Republic,2003,3.66,0.00,438.84,1113.34,0.00,15.00,1239.80,-672.10,0.00,1758.01,1086.46,760.93,8.36,3209.41,328.96,390.82,3196.30,38.12,1801.16,145.20,0.00,0.00,710.47,8176604.00,9238662.00,8904161.00,8707194.00,15572.73,0.66
Honduras,2011,247.46,601.16,40.57,6.68,0.00,145.00,377.24,0.00,5897.87,297.25,369.79,211.91,0.03,2010.22,140.03,2293.57,724.02,205.25,1127.62,186.95,0.00,505.65,184.90,3963389.00,4388211.00,4361400.00,4261105.00,15573.16,0.83
Morocco,1998,5.19,1.32,531.17,29.01,0.00,375.00,1044.75,-4931.45,37.13,3874.34,271.48,461.42,144.43,4722.44,448.64,659.59,3334.84,133.03,3272.45,312.78,0.00,0.00,847.18,13333022.00,14842241.00,13885447.00,13906379.00,15574.73,1.31
Liberia,2000,0.62,37.16,21.81,47.25,111.59,12.23,18.15,-377.92,13660.15,,1.31,509.22,212.03,239.87,294.07,599.42,47.12,13.87,63.23,25.27,0.00,37.16,3.88,1605791.00,1278731.00,1424909.00,1470314.00,15577.48,0.52
Liberia,2001,0.58,0.83,18.98,42.81,121.67,12.23,19.54,-377.92,13660.15,,2.76,509.22,212.03,320.62,294.07,599.42,45.99,13.99,64.08,25.48,0.00,0.83,3.83,1654891.00,1336241.00,1467915.00,1513734.00,15591.18,0.61
Benin,2013,872.91,17.35,120.51,86.25,0.00,65.81,431.74,-85.68,10796.02,45.85,338.79,2.99,27.28,750.56,29.36,356.49,263.03,71.62,1197.27,167.81,0.00,17.35,28.54,5538224.00,4466227.00,5145619.00,5163111.00,15601.84,0.83
Benin,2015,651.49,14.02,120.38,51.20,0.00,68.98,513.87,-85.68,10796.02,52.49,399.28,3.35,22.42,777.53,32.42,356.49,264.03,76.76,1261.12,178.76,0.00,14.02,34.97,5743319.00,4832633.00,5463004.00,5469779.00,15603.91,1.00
Syrian Arab Republic,2020,45.67,2.73,377.19,1162.70,0.00,35.00,593.90,-332.33,336.16,1255.32,3416.92,522.65,1.94,2753.61,231.75,407.21,2053.75,29.41,1891.51,144.23,0.00,0.00,674.86,8426159.00,10498283.00,10407665.00,10364931.00,15604.19,1.89
Mali,2013,3530.08,0.14,461.27,1291.68,0.00,0.00,155.25,-679.43,679.43,57.22,183.04,24.29,67.63,1286.07,0.37,356.49,251.05,159.65,7059.54,690.36,0.00,0.14,42.22,10150619.00,6327199.00,8590210.00,8413823.00,15616.48,0.96
Liberia,1990,28.97,143.53,24.47,57.62,90.42,12.23,10.26,-377.92,13660.15,,0.00,509.22,212.03,76.88,294.07,599.42,32.41,13.03,65.27,23.89,0.00,143.26,2.49,934908.00,1162324.00,1095527.00,1114203.00,15621.68,0.59
Liberia,2002,0.22,0.00,16.63,39.51,123.17,12.23,20.05,-377.92,13660.15,,4.87,509.22,212.03,375.49,294.07,599.42,44.87,14.08,64.71,25.62,0.00,0.00,3.82,1684052.00,1378811.00,1507373.00,1553226.00,15642.23,0.86
Congo,2013,2394.41,405.88,2.17,3.87,2801.70,0.00,221.64,0.00,5869.60,37.21,38.98,9.91,67.63,321.75,78.02,2494.96,124.51,11.33,177.39,28.75,0.00,404.72,157.00,1680730.00,3070663.00,2408084.00,2419983.00,15651.42,0.78
Honduras,2003,363.73,1330.19,39.37,5.92,0.00,45.02,255.24,0.00,5356.89,200.60,314.53,144.48,0.03,1875.60,131.57,2393.12,574.02,185.71,995.92,167.18,0.00,1147.85,128.24,3709119.00,3324702.00,3641043.00,3560838.00,15655.23,0.53
Lithuania,2010,0.04,0.00,168.99,622.05,9831.91,46.00,401.76,-4761.17,0.00,294.37,258.76,58.91,59.77,586.11,527.35,1610.75,4669.64,249.55,157.93,637.53,0.00,0.00,240.52,1038457.00,2085346.00,1442612.00,1696407.00,15660.78,0.42
Congo,2011,2423.32,600.09,1.98,3.88,2562.36,0.00,217.47,0.00,5869.60,37.14,33.29,6.14,67.63,310.88,63.08,2494.96,52.56,11.01,175.99,28.13,0.00,599.31,126.49,1637585.00,2875145.00,2285052.00,2299164.00,15685.30,0.60
Senegal,2001,2926.52,10.42,72.74,170.97,0.00,0.00,143.53,2421.89,3947.02,337.44,178.68,28.42,11.90,1880.10,93.64,13.19,692.03,78.30,2192.97,267.19,0.00,10.42,217.32,6033724.00,4100773.00,4899113.00,5038914.00,15694.68,1.35
Libya,2007,0.00,0.00,23.64,248.06,0.00,27.00,1304.70,0.00,0.00,2573.42,1075.22,2129.48,99.75,1011.83,332.60,514.21,5370.02,31.69,891.75,79.96,0.00,0.00,,1347074.00,4623288.00,3096581.00,3000597.00,15713.31,0.84
Syrian Arab Republic,2019,150.28,0.26,433.47,1194.44,0.00,35.00,653.79,-332.33,336.16,1422.11,3129.29,522.65,2.21,2926.97,231.75,379.16,2086.40,27.82,1715.49,131.83,0.00,0.00,674.86,8357829.00,10141352.00,10073931.00,10024320.00,15721.61,1.56
Senegal,2012,2000.65,133.58,95.90,230.75,0.00,27.00,253.47,485.07,3986.40,282.32,416.69,52.03,55.26,2233.85,82.79,39.18,1890.04,104.56,2593.36,326.08,0.00,133.33,299.96,7591270.00,6112243.00,6500266.00,6731566.00,15722.25,0.86
Kuwait,2007,0.00,0.00,1.23,246.41,0.00,1.00,1120.27,-23.00,0.00,2102.19,2688.58,770.39,18.77,1526.44,15.85,585.36,6504.19,21.26,147.14,29.91,0.00,0.00,,0.00,2503410.00,1456556.00,1050213.00,15755.98,1.38
Liberia,1993,28.97,143.53,8.80,19.76,90.42,12.23,10.90,-377.92,13660.15,,0.02,506.03,212.03,72.76,294.07,819.65,14.82,12.82,61.66,23.47,0.00,143.26,2.89,959939.00,1040309.00,1051604.00,1081167.00,15760.32,0.48
Dominican Republic,2020,3.25,1.05,61.58,1445.22,0.00,207.00,780.48,-2161.01,603.68,1253.42,1752.96,714.57,217.40,4273.68,1348.15,363.15,2230.03,397.58,1590.14,359.47,0.00,0.14,332.93,1939482.00,9168876.00,5527482.00,5472181.00,15774.87,1.42
Liberia,2005,3.62,0.69,18.40,39.51,126.56,12.36,31.33,-377.92,13660.15,,13.99,509.22,212.03,456.89,294.07,599.42,90.47,14.42,67.20,26.19,0.00,0.69,9.13,1759411.00,1501819.00,1610373.00,1655945.00,15808.42,1.13
Czechia,1999,0.01,0.38,435.53,926.34,279.71,35.00,930.48,-9798.65,229.80,4762.81,1676.35,921.46,1037.15,1504.25,2992.61,16.06,6179.79,615.19,197.65,1254.52,0.00,0.00,1616.22,2667354.00,7639291.00,4988310.00,5260837.00,15812.66,1.25
Israel,2000,0.50,0.00,13.82,248.06,0.00,549.00,1523.65,-25.88,1.64,1551.64,1816.02,1274.08,180.09,1296.44,870.25,65.69,4835.01,51.51,377.94,76.21,0.00,0.00,1110.53,529030.00,5484711.00,3014495.00,3102463.00,15816.19,0.18
Falkland Islands (Malvinas),1991,1.10,0.01,,3293.64,5527.94,12.23,1.63,0.00,0.00,,37.84,0.53,1073.24,65.07,1710.56,2005.79,,,2098.25,,0.00,0.00,1.41,503.00,1560.00,1202.00,1175.00,15829.26,0.27
Falkland Islands (Malvinas),1992,1.10,0.01,,3293.64,5527.94,12.23,1.63,0.00,0.00,,37.84,0.53,1073.24,65.07,1710.56,2005.79,,,2098.25,,0.00,0.00,1.41,570.00,1572.00,1256.00,1200.00,15829.26,0.27
Falkland Islands (Malvinas),1990,1.10,0.01,,3293.64,5527.94,12.23,1.78,0.00,0.00,,37.84,1.06,1073.24,65.07,1710.56,2005.79,,,2098.25,,0.00,0.00,1.41,514.00,1475.00,1172.00,1160.00,15829.93,0.60
Liberia,2004,16.59,30.39,16.62,39.51,126.56,12.23,26.70,-377.92,13660.15,,10.80,509.22,212.03,437.28,294.07,599.42,78.07,14.30,66.34,25.98,0.00,30.26,5.32,1724596.00,1451818.00,1538587.00,1583860.00,15833.92,0.95
Mali,2014,3221.71,0.69,459.06,1341.00,0.00,0.00,142.07,-679.43,679.43,71.27,212.48,24.29,67.63,1291.89,0.39,356.49,336.05,168.15,7332.83,714.45,0.00,0.69,94.96,10314127.00,6648719.00,8866537.00,8685277.00,15836.09,0.82
Honduras,2014,214.65,473.84,43.60,15.37,0.00,194.00,418.71,0.00,5897.87,489.01,417.88,239.00,0.03,2046.62,177.59,2293.57,710.03,206.31,1173.02,195.31,0.00,426.47,206.15,4006997.00,4802219.00,4615611.00,4512235.00,15838.99,0.63
Qatar,2009,0.00,0.00,0.10,246.41,0.00,2.00,1212.72,0.00,0.00,459.84,1114.00,389.07,166.26,521.92,505.76,1998.56,7696.42,4.48,64.44,11.90,0.00,0.00,1451.26,26467.00,1564313.00,1233563.00,376711.00,15845.14,1.29
Yemen,2007,0.04,0.00,88.10,630.53,0.00,0.00,665.89,0.00,0.00,1353.11,1727.33,636.88,67.63,2659.88,341.71,387.08,1563.55,56.79,2416.55,224.36,0.00,0.00,3028.31,15215074.00,6536531.00,11446120.00,11195418.00,15847.74,0.94
